"species","plotID","uncertainty","x","y"
"Acer saccharum Marshall","UNDE_027",0.75,-89.4899819386313,46.2107265041067
"Acer saccharum Marshall","UNDE_027",0.84,-89.4899431094423,46.2108930168125
"Acer saccharum Marshall","UNDE_027",0.84,-89.4900475557648,46.2108923611198
"Acer saccharum Marshall","UNDE_027",0.84,-89.4900172472683,46.2108914524163
"Acer saccharum Marshall","UNDE_027",0.84,-89.4899878390527,46.2108701774811
"Acer saccharum Marshall","UNDE_027",0.75,-89.4899963780776,46.210736854332
"Acer saccharum Marshall","UNDE_027",0.75,-89.4900064480462,46.2107348684345
"Acer saccharum Marshall","UNDE_027",0.75,-89.4899876936846,46.2107618881758
"Acer saccharum Marshall","UNDE_027",0.75,-89.4899691642466,46.2108186859569
"Acer saccharum Marshall","UNDE_027",0.75,-89.4901325170818,46.2108801473191
"Acer saccharum Marshall","UNDE_027",0.75,-89.490114140467,46.2108740168096
"Acer saccharum Marshall","UNDE_027",0.75,-89.4901167704785,46.2108577916406
"Acer saccharum Marshall","UNDE_027",0.75,-89.4901170780772,46.2108126874755
"Acer saccharum Marshall","UNDE_027",0.75,-89.4901655873779,46.2108000577495
"Acer saccharum Marshall","UNDE_027",0.75,-89.4901497636872,46.2107357637622
"Acer saccharum Marshall","UNDE_027",0.75,-89.4900740923494,46.2107760655694
"Acer saccharum Marshall","UNDE_027",0.75,-89.490128698919,46.2107780730408
