"species","plotID","uncertainty","x","y"
"Fraxinus nigra Marshall","UNDE_059",0.73,-89.5325872420562,46.2308224570516
"Abies balsamea (L.) Mill.","UNDE_059",0.79,-89.5324892774205,46.2306342744424
"Thuja occidentalis L.","UNDE_059",0.73,-89.5326120645136,46.2307745465468
"Larix sp.","UNDE_059",0.79,-89.5326138683222,46.2307674155175
"Fraxinus nigra Marshall","UNDE_059",0.73,-89.5325635700699,46.2307868301155
"Fraxinus nigra Marshall","UNDE_059",0.79,-89.5325669872632,46.2307353437302
"Fraxinus nigra Marshall","UNDE_059",0.79,-89.5325846807129,46.2306837920878
"Fraxinus nigra Marshall","UNDE_059",0.79,-89.53259753174,46.2306724427334
"Fraxinus nigra Marshall","UNDE_059",0.73,-89.5327169473104,46.2308350557361
"Abies balsamea (L.) Mill.","UNDE_059",0.73,-89.5326257444496,46.2308192560679
"Fraxinus nigra Marshall","UNDE_059",0.71,-89.532419139486,46.230618913933
"Fraxinus nigra Marshall","UNDE_059",0.71,-89.5323526592714,46.2306682729633
"Fraxinus nigra Marshall","UNDE_059",0.79,-89.5325677618223,46.2307196237815
"Fraxinus nigra Marshall","UNDE_059",0.7,-89.5323714741772,46.2305403038251
"Fraxinus nigra Marshall","UNDE_059",0.79,-89.5324781823972,46.2306472834173
"Acer rubrum L.","UNDE_059",0.74,-89.5327124535327,46.2307042957332
"Picea glauca (Moench) Voss","UNDE_059",0.73,-89.532612930637,46.2308426851966
"Fraxinus nigra Marshall","UNDE_059",0.73,-89.5326547708348,46.2308431783816
"Fraxinus nigra Marshall","UNDE_059",0.71,-89.5323520794745,46.2306235074728
"Thuja occidentalis L.","UNDE_059",0.79,-89.5324825065656,46.2306551241054
"Acer saccharum Marshall","UNDE_059",0.72,-89.5325267657342,46.2305208467663
"Fraxinus nigra Marshall","UNDE_059",0.73,-89.5326372739827,46.2307614311327
"Fraxinus nigra Marshall","UNDE_059",0.7,-89.5323926046152,46.2305715522342
"Picea glauca (Moench) Voss","UNDE_059",0.79,-89.5326576446166,46.2307532453098
"Fraxinus nigra Marshall","UNDE_059",0.72,-89.5324821693043,46.2305548003933
"Acer saccharum Marshall","UNDE_059",0.72,-89.5325309458227,46.2305049784566
"Fraxinus nigra Marshall","UNDE_059",0.71,-89.5323966252178,46.2306494461841
"Fraxinus nigra Marshall","UNDE_059",0.79,-89.5326261113703,46.2306951117296
"Abies balsamea (L.) Mill.","UNDE_059",0.7,-89.5323568119457,46.2305223185258
"Fraxinus nigra Marshall","UNDE_059",0.79,-89.5324517054798,46.2306725660048
"Abies balsamea (L.) Mill.","UNDE_059",0.73,-89.532640006858,46.230847850685
"Acer saccharum Marshall","UNDE_059",0.74,-89.5327182649514,46.230739050598
"Ulmus americana L.","UNDE_059",0.73,-89.5325618178407,46.2307913326544
"Tsuga canadensis (L.) Carrière","UNDE_059",0.71,-89.532429309285,46.2306293082699
"Acer saccharum Marshall","UNDE_059",0.72,-89.532516258118,46.2305607430496
"Acer saccharum Marshall","UNDE_059",0.74,-89.5327697927597,46.2306715236711
"Picea glauca (Moench) Voss","UNDE_059",0.79,-89.5324853449826,46.2306225460058
"Fraxinus nigra Marshall","UNDE_059",0.73,-89.5326133018743,46.2308360960662
"Fraxinus nigra Marshall","UNDE_059",0.73,-89.5326738312673,46.2308208852178
"Tsuga canadensis (L.) Carrière","UNDE_059",0.71,-89.5323556220634,46.2306208279404
"Abies balsamea (L.) Mill.","UNDE_059",0.79,-89.5325377130868,46.2306564045084
"Fraxinus nigra Marshall","UNDE_059",0.79,-89.5325962250729,46.2306724346667
"Betula alleghaniensis Britton","UNDE_059",0.7,-89.5323489360637,46.2304937245101
"Fraxinus nigra Marshall","UNDE_059",0.72,-89.5324796058691,46.2305737026159
"Fraxinus nigra Marshall","UNDE_059",0.73,-89.5326580076007,46.2307813123459
"Acer saccharum Marshall","UNDE_059",0.74,-89.5327291578866,46.2307155074248
"Fraxinus nigra Marshall","UNDE_059",0.71,-89.5323313789233,46.2306644809777
"Fraxinus nigra Marshall","UNDE_059",0.73,-89.532620396291,46.2308157106065
"Fraxinus nigra Marshall","UNDE_059",0.73,-89.5326929910369,46.2308082095404
"Fraxinus nigra Marshall","UNDE_059",0.73,-89.532693804871,46.2308050147027
"Fraxinus nigra Marshall","UNDE_059",0.79,-89.5326410477895,46.2307406118736
"Acer rubrum L.","UNDE_059",0.71,-89.5323230580671,46.2306450889516
"Fraxinus nigra Marshall","UNDE_059",0.74,-89.5327308306017,46.2307452366662
"Fraxinus nigra Marshall","UNDE_059",0.79,-89.5324929843033,46.2306190140975
"Fraxinus nigra Marshall","UNDE_059",0.72,-89.5325129222007,46.2305665990704
"Fraxinus nigra Marshall","UNDE_059",0.74,-89.5326970031627,46.2307109644738
"Fraxinus nigra Marshall","UNDE_059",0.7,-89.5323650169441,46.2305671380371
"Abies balsamea (L.) Mill.","UNDE_059",0.71,-89.5324285403048,46.2306034864828
"Betula alleghaniensis Britton","UNDE_059",0.71,-89.5323235566593,46.2306260946668
"Betula alleghaniensis Britton","UNDE_059",0.71,-89.532318221383,46.2306279670392
"Tsuga canadensis (L.) Carrière","UNDE_059",0.7,-89.5323036481122,46.2304892060252
"Acer saccharum Marshall","UNDE_059",0.73,-89.5327883042778,46.2307897018046
"Acer rubrum L.","UNDE_059",0.79,-89.5325386065748,46.230653869414
"Abies balsamea (L.) Mill.","UNDE_059",0.79,-89.5326364146239,46.2307522952179
