"species","plotID","uncertainty","x","y"
"Acer saccharum Marshall","UNDE_058",0.73,-89.5386923844771,46.2309162215717
"Populus tremuloides Michx.","UNDE_058",0.73,-89.538622453933,46.2309454354734
"Populus tremuloides Michx.","UNDE_058",0.76,-89.5386471322866,46.2310786592631
"Acer saccharum Marshall","UNDE_058",0.76,-89.5387319614568,46.2311531165352
"Acer saccharum Marshall","UNDE_058",0.73,-89.5387269204961,46.2312617099032
"Populus tremuloides Michx.","UNDE_058",0.76,-89.5386545352393,46.2311293703777
"Acer saccharum Marshall","UNDE_058",0.73,-89.5386946437304,46.23125936231
"Ostrya virginiana (Mill.) K. Koch","UNDE_058",0.76,-89.5387705983152,46.2310905378648
"Acer saccharum Marshall","UNDE_058",0.73,-89.5386525335714,46.2309520549707
"Populus tremuloides Michx.","UNDE_058",0.76,-89.5386976589434,46.2311273841743
"Populus tremuloides Michx.","UNDE_058",0.73,-89.5387855439242,46.2312526581449
"Acer saccharum Marshall","UNDE_058",0.76,-89.5385967085579,46.2309985108344
"Acer saccharum Marshall","UNDE_058",0.73,-89.5387294162092,46.2312642623106
"Populus tremuloides Michx.","UNDE_058",0.76,-89.5387690676214,46.2311046848
"Acer saccharum Marshall","UNDE_058",0.76,-89.5386247593815,46.2310011635381
"Acer saccharum Marshall","UNDE_058",0.76,-89.5387719947325,46.2309786691632
"Acer saccharum Marshall","UNDE_058",0.76,-89.5386270123405,46.2309782519651
"Acer saccharum Marshall","UNDE_058",0.73,-89.5387718645205,46.2309162435716
"Populus grandidentata Michx.","UNDE_058",0.76,-89.5385811799187,46.2310528143522
"Acer saccharum Marshall","UNDE_058",0.76,-89.5387922143721,46.2309902972941
"Acer saccharum Marshall","UNDE_058",0.76,-89.5387793420134,46.2310143055504
"Populus tremuloides Michx.","UNDE_058",0.73,-89.5386959239905,46.2311872181984
"Acer saccharum Marshall","UNDE_058",0.73,-89.5386579383243,46.2309274236557
"Populus tremuloides Michx.","UNDE_058",0.76,-89.5386629429781,46.2311684637953
"Acer saccharum Marshall","UNDE_058",0.76,-89.5387266632093,46.2309779822884
"Populus grandidentata Michx.","UNDE_058",0.73,-89.538785087207,46.2312189445028
"Populus tremuloides Michx.","UNDE_058",0.73,-89.5387905009489,46.2312537208477
"Acer saccharum Marshall","UNDE_058",0.76,-89.5387133194378,46.2309794216434
"Populus tremuloides Michx.","UNDE_058",0.76,-89.5387701196682,46.2310836517158
"Populus tremuloides Michx.","UNDE_058",0.76,-89.5386996192593,46.2311124578633
"Acer saccharum Marshall","UNDE_058",0.73,-89.5387357439104,46.2309387640453
"Acer saccharum Marshall","UNDE_058",0.76,-89.5386425668982,46.2309902951406
"Acer saccharum Marshall","UNDE_058",0.76,-89.5387077571182,46.2309728934952
"Acer saccharum Marshall","UNDE_058",0.76,-89.5386878635411,46.2310525459708
"Acer saccharum Marshall","UNDE_058",0.76,-89.5385891483683,46.2309929422385
"Acer saccharum Marshall","UNDE_058",0.73,-89.5386567199906,46.2309271164825
"Acer saccharum Marshall","UNDE_058",0.76,-89.5385781428713,46.2311918566181
"Populus tremuloides Michx.","UNDE_058",0.76,-89.5386344091514,46.2311442401124
"Acer saccharum Marshall","UNDE_058",0.76,-89.5386361232087,46.2310731371431
"Populus tremuloides Michx.","UNDE_058",0.76,-89.5387521679814,46.2311277734655
"Acer saccharum Marshall","UNDE_058",0.76,-89.5387651054251,46.2310423761953
"Populus tremuloides Michx.","UNDE_058",0.76,-89.5387399704062,46.2311278361836
"Ostrya virginiana (Mill.) K. Koch","UNDE_058",0.73,-89.5387647296354,46.2309042085256
"Acer saccharum Marshall","UNDE_058",0.76,-89.5386407252019,46.2310614138409
