"species","plotID","uncertainty","x","y"
"Acer saccharum Marshall","UNDE_054",0.83,-89.5374431391624,46.2316622662121
"Acer saccharum Marshall","UNDE_054",0.83,-89.5375250961402,46.2316309352009
"Acer saccharum Marshall","UNDE_054",0.85,-89.5372912210412,46.2315950954911
"Acer saccharum Marshall","UNDE_054",0.86,-89.53722378837,46.2316179249175
"Acer saccharum Marshall","UNDE_054",0.86,-89.5371715728384,46.2316176382734
"Acer saccharum Marshall","UNDE_054",0.86,-89.5373589671545,46.2316017676984
"Acer saccharum Marshall","UNDE_054",0.77,-89.537135771159,46.2316029428885
"Acer saccharum Marshall","UNDE_054",0.77,-89.5371082385746,46.2315659785566
"Acer saccharum Marshall","UNDE_054",0.78,-89.5370997203112,46.2315581667111
"Acer saccharum Marshall","UNDE_054",0.86,-89.5372134014094,46.2316002447954
"Acer saccharum Marshall","UNDE_054",0.85,-89.537276237197,46.2315252611801
"Acer saccharum Marshall","UNDE_054",0.78,-89.5371059854934,46.2315806574471
"Acer saccharum Marshall","UNDE_054",0.85,-89.5371755726748,46.2314996372262
"Acer saccharum Marshall","UNDE_054",0.78,-89.5371004765967,46.2315109093196
"Acer saccharum Marshall","UNDE_054",0.86,-89.5371988561511,46.2315582167746
"Acer saccharum Marshall","UNDE_054",0.85,-89.5371504101452,46.2315012953847
"Acer saccharum Marshall","UNDE_054",0.84,-89.5375229933784,46.2315784599174
"Acer saccharum Marshall","UNDE_054",0.86,-89.5373021373817,46.2316317077033
"Acer saccharum Marshall","UNDE_054",0.78,-89.5371555538554,46.2315350261625
"Acer saccharum Marshall","UNDE_054",0.78,-89.5370656176954,46.2315380819778
"Acer saccharum Marshall","UNDE_054",0.84,-89.5374590861219,46.2315254426587
"Acer saccharum Marshall","UNDE_054",0.78,-89.5371301774102,46.2314949398363
"Acer saccharum Marshall","UNDE_054",0.86,-89.5372325756766,46.2315628143756
"Acer saccharum Marshall","UNDE_054",0.85,-89.5372823387724,46.2314815154904
"Acer saccharum Marshall","UNDE_054",0.83,-89.5375417787028,46.2315956659135
"Acer saccharum Marshall","UNDE_054",0.77,-89.5371252916025,46.2316256028132
"Acer saccharum Marshall","UNDE_054",0.84,-89.5375262092906,46.2315155415681
"Acer saccharum Marshall","UNDE_054",0.78,-89.5370680057455,46.2314883214292
"Acer saccharum Marshall","UNDE_054",0.85,-89.537299042427,46.2315018938783
"Acer saccharum Marshall","UNDE_054",0.84,-89.5374785274224,46.231560441025
"Acer saccharum Marshall","UNDE_054",0.83,-89.5374376759943,46.2316026363031
"Acer saccharum Marshall","UNDE_054",0.83,-89.5374797978857,46.2316006111715
"Acer saccharum Marshall","UNDE_054",0.83,-89.5374797978857,46.2316006111715
"Acer saccharum Marshall","UNDE_054",0.83,-89.537461233713,46.231640366963
"Acer saccharum Marshall","UNDE_054",0.86,-89.5373801191852,46.2316156562967
"Acer saccharum Marshall","UNDE_054",0.85,-89.537206006819,46.2314944224163
"Acer saccharum Marshall","UNDE_054",0.86,-89.537295155128,46.2315724895531
"Acer saccharum Marshall","UNDE_054",0.86,-89.5372814621567,46.2315838955824
"Acer saccharum Marshall","UNDE_054",0.84,-89.5375547817856,46.2315298750728
"Tilia americana L.","UNDE_054",0.85,-89.5373973214407,46.2315042489534
"Acer saccharum Marshall","UNDE_054",0.85,-89.5373606607286,46.2314924919598
