"species","plotID","uncertainty","x","y"
"Acer rubrum L.","UNDE_055",0.8,-89.5358955925615,46.2293983369929
"Abies balsamea (L.) Mill.","UNDE_055",0.77,-89.5359822769851,46.2294422889454
"Abies balsamea (L.) Mill.","UNDE_055",0.77,-89.5359459651844,46.2294978183706
"Acer saccharum Marshall","UNDE_055",0.94,-89.5360438809791,46.2297093511714
"Acer saccharum Marshall","UNDE_055",1.08,-89.5362507538261,46.2295738342969
"Abies balsamea (L.) Mill.","UNDE_055",0.84,-89.5358700418647,46.2294133574429
"Abies balsamea (L.) Mill.","UNDE_055",0.77,-89.5360693223286,46.2296076788929
"Picea glauca (Moench) Voss","UNDE_055",1.08,-89.536298920203,46.2295538910378
"Acer saccharum Marshall","UNDE_055",1.08,-89.5362271501105,46.2295531806393
"Abies balsamea (L.) Mill.","UNDE_055",0.77,-89.5359824979147,46.2294849426535
"Abies balsamea (L.) Mill.","UNDE_055",0.86,-89.5362823045057,46.229637026753
"Abies balsamea (L.) Mill.","UNDE_055",0.94,-89.5360643366196,46.2296358818591
"Acer saccharum Marshall","UNDE_055",1.08,-89.5362752056919,46.2295901538193
"Abies balsamea (L.) Mill.","UNDE_055",0.94,-89.5360528477152,46.2296694526785
"Acer saccharum Marshall","UNDE_055",1.08,-89.5362439572073,46.2295569943527
"Acer saccharum Marshall","UNDE_055",1.08,-89.5362684793805,46.2295952553756
"Populus tremuloides Michx.","UNDE_055",0.94,-89.5360366977764,46.2296504878284
"Acer rubrum L.","UNDE_055",1.08,-89.5362762328912,46.2295385411416
"Populus tremuloides Michx.","UNDE_055",0.94,-89.5360541609157,46.2296708462253
"Acer rubrum L.","UNDE_055",1.08,-89.5362709026621,46.2295419174996
"Abies balsamea (L.) Mill.","UNDE_055",0.94,-89.5360623592611,46.2296749801062
"Populus tremuloides Michx.","UNDE_055",0.8,-89.5359815306509,46.2293825140544
"Populus tremuloides Michx.","UNDE_055",0.77,-89.5360071910355,46.229476832971
"Populus tremuloides Michx.","UNDE_055",0.81,-89.5357919496762,46.2294417379163
"Populus tremuloides Michx.","UNDE_055",0.77,-89.5359868750766,46.2295168624301
"Populus tremuloides Michx.","UNDE_055",0.77,-89.5359900525802,46.2295004443784
"Abies balsamea (L.) Mill.","UNDE_055",0.77,-89.5360474219088,46.2295476721903
"Acer saccharum Marshall","UNDE_055",0.84,-89.535862933998,46.2293718026416
"Populus tremuloides Michx.","UNDE_055",0.94,-89.5360692287995,46.2296352262325
