"species","plotID","uncertainty","x","y"
"Acer saccharum Marshall","UNDE_012",0.77,-89.5045119417672,46.2368971028485
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.504520755192,46.2369123015034
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.5045044323789,46.2369154321299
"Acer rubrum L.","UNDE_012",0.79,-89.5043468016265,46.2368950671051
"Acer rubrum L.","UNDE_012",0.77,-89.5043857582481,46.2369151422628
"Abies balsamea (L.) Mill.","UNDE_012",0.79,-89.50435472237,46.2369196429595
"Acer saccharum Marshall","UNDE_012",0.79,-89.5044396931926,46.236920557224
"Abies balsamea (L.) Mill.","UNDE_012",0.7,-89.5044359178805,46.2369421324205
"Acer saccharum Marshall","UNDE_012",0.77,-89.5044608487561,46.2369044526554
"Acer saccharum Marshall","UNDE_012",0.79,-89.5044275597792,46.2368978089607
"Acer saccharum Marshall","UNDE_012",0.79,-89.5044249831274,46.2369092360558
"Acer saccharum Marshall","UNDE_012",0.79,-89.5044361295511,46.2369259857044
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.504441598765,46.2369456513549
"Abies balsamea (L.) Mill.","UNDE_012",0.7,-89.5044142503142,46.2369369406717
"Abies balsamea (L.) Mill.","UNDE_012",0.7,-89.504404032275,46.2369372292828
"Betula alleghaniensis Britton","UNDE_012",0.77,-89.5045657705481,46.2369336311131
"Acer saccharum Marshall","UNDE_012",0.77,-89.5045292672071,46.2369315009374
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.5045642840921,46.2369322610923
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.5044736597147,46.2369167143887
"Acer saccharum Marshall","UNDE_012",0.77,-89.5044757274494,46.2369326810958
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.5045313684745,46.2369558004512
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.504534503851,46.2369486400832
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.504552964176,46.2369572000238
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.5045663305447,46.2369745959089
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.5045361165463,46.2369556753887
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.5045273224915,46.2369176292133
"Acer saccharum Marshall","UNDE_012",0.77,-89.5044843248851,46.2369041518073
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.5044706617038,46.236927124371
"Abies balsamea (L.) Mill.","UNDE_012",0.77,-89.5044893575823,46.2369572030944
"Abies balsamea (L.) Mill.","UNDE_012",0.7,-89.5043633809929,46.2370322522702
"Betula alleghaniensis Britton","UNDE_012",0.77,-89.5045255577279,46.2369732133213
"Abies balsamea (L.) Mill.","UNDE_012",0.7,-89.5043597396003,46.2368911734575
"Acer saccharum Marshall","UNDE_012",0.7,-89.5045049896187,46.2369629094061
