"species","plotID","uncertainty","x","y"
"Acer saccharum Marshall","UNDE_006",0.76,-89.5126405781045,46.2545307033751
"Populus tremuloides Michx.","UNDE_006",0.77,-89.512537192912,46.2546594367067
"Acer saccharum Marshall","UNDE_006",0.79,-89.5126236096805,46.2546097512522
"Acer saccharum Marshall","UNDE_006",0.76,-89.5126329406344,46.2545837617007
"Betula alleghaniensis Britton","UNDE_006",0.79,-89.5126405009982,46.2546302365723
"Betula alleghaniensis Britton","UNDE_006",0.76,-89.5125550175366,46.2545838413097
"Acer rubrum L.","UNDE_006",0.76,-89.5125773473285,46.2545732212958
"Acer saccharum Marshall","UNDE_006",0.76,-89.5126209912693,46.2545974364099
"Acer saccharum Marshall","UNDE_006",0.76,-89.5127207216182,46.2545237986371
"Acer saccharum Marshall","UNDE_006",0.76,-89.512732169762,46.2545490025796
"Betula alleghaniensis Britton","UNDE_006",0.76,-89.51276150051,46.254580815421
"Acer saccharum Marshall","UNDE_006",0.76,-89.5126870280713,46.2545461979085
"Acer saccharum Marshall","UNDE_006",0.76,-89.5126734598924,46.254562800277
"Acer saccharum Marshall","UNDE_006",0.76,-89.512673151654,46.2545790364319
"Acer saccharum Marshall","UNDE_006",0.76,-89.5126622317615,46.254543957305
"Acer saccharum Marshall","UNDE_006",0.79,-89.5126643902855,46.2546513407159
"Acer saccharum Marshall","UNDE_006",0.79,-89.5127036956383,46.2546387511581
"Acer saccharum Marshall","UNDE_006",0.8,-89.5127927261982,46.2546254804908
"Acer saccharum Marshall","UNDE_006",0.8,-89.5128065331205,46.2546326742994
"Acer rubrum L.","UNDE_006",0.76,-89.5125800714023,46.2545910429117
