"species","plotID","uncertainty","x","y"
"Acer saccharum Marshall","UNDE_047",0.87,-89.536721350515,46.2329431792124
"Acer saccharum Marshall","UNDE_047",0.8,-89.5367729011662,46.2328383225908
"Acer saccharum Marshall","UNDE_047",0.84,-89.5366583404182,46.2327805390234
"Acer saccharum Marshall","UNDE_047",0.86,-89.5367540067439,46.232661164816
"Acer saccharum Marshall","UNDE_047",0.84,-89.5366634355446,46.2327812177903
"Acer saccharum Marshall","UNDE_047",0.8,-89.5367912467159,46.2326887237069
"Acer saccharum Marshall","UNDE_047",0.81,-89.5366181946527,46.2326089404198
"Acer saccharum Marshall","UNDE_047",0.86,-89.5366416725938,46.2326432311408
"Acer saccharum Marshall","UNDE_047",0.86,-89.5366542443962,46.2326773490707
"Acer saccharum Marshall","UNDE_047",0.8,-89.5367880691898,46.2327790899751
"Acer saccharum Marshall","UNDE_047",0.87,-89.5367017837594,46.232889056943
"Acer saccharum Marshall","UNDE_047",0.84,-89.5365840413509,46.2328215516526
"Acer saccharum Marshall","UNDE_047",0.84,-89.5366634355446,46.2327812177903
"Acer saccharum Marshall","UNDE_047",0.77,-89.5366183899122,46.2328990956857
"Acer saccharum Marshall","UNDE_047",0.86,-89.5367368374937,46.2325993628238
"Acer saccharum Marshall","UNDE_047",0.86,-89.5367946945316,46.2326395727549
"Acer saccharum Marshall","UNDE_047",0.84,-89.536673085232,46.2328474241001
"Acer saccharum Marshall","UNDE_047",0.77,-89.536563467652,46.2329038523574
"Acer saccharum Marshall","UNDE_047",0.84,-89.5366466310781,46.2327262965164
"Acer saccharum Marshall","UNDE_047",0.81,-89.5365963081879,46.2325921780602
"Acer saccharum Marshall","UNDE_047",0.84,-89.5366388517422,46.2326947249341
"Acer saccharum Marshall","UNDE_047",0.84,-89.5365963331005,46.2327249669468
"Acer saccharum Marshall","UNDE_047",0.86,-89.5366562700195,46.232600961883
"Acer saccharum Marshall","UNDE_047",0.86,-89.5367280690461,46.2326142049426
"Acer saccharum Marshall","UNDE_047",0.8,-89.5367400770854,46.2328123401624
"Acer saccharum Marshall","UNDE_047",0.8,-89.5367489069232,46.2327705099337
"Acer saccharum Marshall","UNDE_047",0.87,-89.5368026985221,46.2329351859091
"Acer saccharum Marshall","UNDE_047",0.77,-89.5365998559713,46.2329329902872
"Acer saccharum Marshall","UNDE_047",0.86,-89.5367549309591,46.2326051012684
"Acer saccharum Marshall","UNDE_047",0.8,-89.5367895397209,46.2327773552895
