"species","plotID","uncertainty","x","y"
"Acer rubrum L.","UNDE_017",0.77,-89.4964052731258,46.2379038752393
"Corylus cornuta Marshall","UNDE_017",0.77,-89.4964366363058,46.2378746703338
"Betula papyrifera Marshall","UNDE_017",0.77,-89.4964351899508,46.2379129281317
"Acer rubrum L.","UNDE_017",0.77,-89.4964113279804,46.2379281959764
"Betula papyrifera Marshall","UNDE_017",0.77,-89.4964542856547,46.2379376114267
"Abies balsamea (L.) Mill.","UNDE_017",0.77,-89.4964603668694,46.2379109475542
"Abies balsamea (L.) Mill.","UNDE_017",0.77,-89.4964205867741,46.2379439604113
"Acer rubrum L.","UNDE_017",0.77,-89.4963692723097,46.2378792427209
"Corylus cornuta Marshall","UNDE_017",0.77,-89.4963788345664,46.2378959070375
"Corylus cornuta Marshall","UNDE_017",0.79,-89.4963202965188,46.2379488776337
"Corylus cornuta Marshall","UNDE_017",0.79,-89.496325284618,46.2379572896067
"Abies balsamea (L.) Mill.","UNDE_017",0.79,-89.4963163893441,46.2379226826036
"Acer rubrum L.","UNDE_017",0.79,-89.4962909356847,46.2379355038867
"Acer saccharum Marshall","UNDE_017",0.82,-89.4962580847639,46.2379109259787
"Acer sp.","UNDE_017",0.82,-89.4962528435771,46.2378911139141
"Abies balsamea (L.) Mill.","UNDE_017",0.82,-89.4962204354756,46.2379102367783
"Abies balsamea (L.) Mill.","UNDE_017",0.82,-89.496270020071,46.2378762290459
"Betula papyrifera Marshall","UNDE_017",0.82,-89.4962736966937,46.2378776335783
"Betula alleghaniensis Britton","UNDE_017",0.71,-89.4963718177074,46.2380274486947
"Betula papyrifera Marshall","UNDE_017",0.77,-89.4964080741694,46.2379288368974
"Acer rubrum L.","UNDE_017",0.82,-89.4962405586006,46.2379449205676
"Abies balsamea (L.) Mill.","UNDE_017",0.82,-89.4962202556149,46.2379238605802
"Abies balsamea (L.) Mill.","UNDE_017",0.71,-89.4964439663462,46.2380265047549
"Abies balsamea (L.) Mill.","UNDE_017",0.79,-89.4963735810115,46.2379523404167
"Abies balsamea (L.) Mill.","UNDE_017",0.79,-89.4963763103395,46.2379745264078
"Corylus cornuta Marshall","UNDE_017",0.79,-89.4963934676356,46.237968238187
"Corylus cornuta Marshall","UNDE_017",0.71,-89.4964233767949,46.23797616311
"Acer rubrum L.","UNDE_017",0.71,-89.4964020011463,46.2380002697121
"Betula alleghaniensis Britton","UNDE_017",0.71,-89.4963815461214,46.2380540038565
"Betula papyrifera Marshall","UNDE_017",0.71,-89.4964476266104,46.2380486059252
"Betula alleghaniensis Britton","UNDE_017",0.71,-89.4964647438134,46.2380219071924
"Acer sp.","UNDE_017",0.71,-89.4964496341002,46.2380192476649
"Corylus cornuta Marshall","UNDE_017",0.8,-89.4962141303035,46.2380309842722
"Corylus cornuta Marshall","UNDE_017",0.8,-89.4962124690186,46.2380153140643
"Acer rubrum L.","UNDE_017",0.8,-89.4962769163086,46.2380036027113
"Acer rubrum L.","UNDE_017",0.8,-89.4962411074963,46.2379899375943
"Acer saccharum Marshall","UNDE_017",0.8,-89.4962698490454,46.2380462103326
"Betula papyrifera Marshall","UNDE_017",0.8,-89.4963079835851,46.2380296469228
"Acer rubrum L.","UNDE_017",0.79,-89.4963474548043,46.2380208899241
"Acer rubrum L.","UNDE_017",0.79,-89.4963418910269,46.2380121374525
"Acer rubrum L.","UNDE_017",0.79,-89.496447894179,46.2379592040754
"Betula alleghaniensis Britton","UNDE_017",0.8,-89.4962109920616,46.2380062426698
"Acer saccharum Marshall","UNDE_017",0.82,-89.4962091680953,46.2379313401794
"Abies balsamea (L.) Mill.","UNDE_017",0.71,-89.4964483992769,46.2380089749341
