"species","plotID","uncertainty","x","y"
"Acer saccharum Marshall","UNDE_045",0.82,-89.5395016710711,46.2333213357156
"Acer rubrum L.","UNDE_045",0.73,-89.5398163388422,46.2333818663183
"Populus tremuloides Michx.","UNDE_045",0.89,-89.539653866857,46.2332549971913
"Populus grandidentata Michx.","UNDE_045",0.89,-89.5395952075006,46.2332515746686
"Populus grandidentata Michx.","UNDE_045",0.73,-89.5398316569264,46.2333703526164
"Populus grandidentata Michx.","UNDE_045",0.89,-89.5397295940161,46.2332699907832
"Acer rubrum L.","UNDE_045",0.82,-89.5397851904041,46.2333220900057
"Populus grandidentata Michx.","UNDE_045",0.89,-89.5396660194801,46.2333098367439
"Populus grandidentata Michx.","UNDE_045",0.87,-89.5394842294754,46.2333116128354
"Populus grandidentata Michx.","UNDE_045",0.89,-89.5397062159515,46.2332368414361
"Betula papyrifera Marshall","UNDE_045",0.73,-89.539929898346,46.2333447357879
"Acer rubrum L.","UNDE_045",0.82,-89.5397640044635,46.2333955237861
"Abies balsamea (L.) Mill.","UNDE_045",0.73,-89.5399313522917,46.2333500700783
"Populus tremuloides Michx.","UNDE_045",0.89,-89.5398882294637,46.2332273892685
"Acer rubrum L.","UNDE_045",0.73,-89.5398667083151,46.2333904164531
"Acer rubrum L.","UNDE_045",0.73,-89.539884771782,46.2333537225812
"Populus tremuloides Michx.","UNDE_045",0.89,-89.5398799578931,46.233284484861
"Populus grandidentata Michx.","UNDE_045",0.82,-89.5394689639516,46.2333070092004
"Populus tremuloides Michx.","UNDE_045",0.82,-89.5397569155843,46.2333524416718
"Populus grandidentata Michx.","UNDE_045",0.82,-89.5394818389554,46.2333150302144
"Fraxinus nigra Marshall","UNDE_045",0.89,-89.5399172103455,46.2333132590814
"Populus grandidentata Michx.","UNDE_045",0.89,-89.5396986157275,46.2332866900319
"Populus tremuloides Michx.","UNDE_045",0.82,-89.5397182340771,46.2333479328694
"Acer rubrum L.","UNDE_045",0.82,-89.5397584716617,46.2333311884932
"Acer rubrum L.","UNDE_045",0.82,-89.5397403908723,46.2333686618886
"Populus grandidentata Michx.","UNDE_045",0.82,-89.5397091811036,46.2333280275228
"Acer rubrum L.","UNDE_045",0.73,-89.5398755238977,46.2333617082834
