"species","plotID","uncertainty","x","y"
"Acer rubrum L.","UNDE_038",0.86,-89.5343605011847,46.2322605815758
"Abies balsamea (L.) Mill.","UNDE_038",0.86,-89.5344380059073,46.2321746079003
"Larix sp.","UNDE_038",0.85,-89.534573074147,46.2323443549721
"Thuja occidentalis L.","UNDE_038",0.86,-89.5344410440705,46.2321869360449
"Betula papyrifera Marshall","UNDE_038",0.79,-89.5343436075532,46.232100550707
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.79,-89.534352422913,46.232113041313
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.79,-89.5343503809147,46.2321238080759
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.86,-89.5344329927828,46.2321988630475
"Abies balsamea (L.) Mill.","UNDE_038",0.86,-89.5343927447207,46.2321905383712
"Acer rubrum L.","UNDE_038",0.86,-89.534411094449,46.2321765377202
"Betula papyrifera Marshall","UNDE_038",0.86,-89.5343469025837,46.2322149765342
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.86,-89.5343239811536,46.2322264949169
"Betula papyrifera Marshall","UNDE_038",0.85,-89.5344379503697,46.2321582767415
"Larix laricina (Du Roi) K. Koch","UNDE_038",0.8,-89.5345050029883,46.2321133213533
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.85,-89.534523267656,46.232180768036
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.85,-89.5345396419837,46.2322318896926
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.8,-89.5345091871402,46.2320781310148
"Larix laricina (Du Roi) K. Koch","UNDE_038",0.85,-89.5345403383309,46.2322000153918
"Acer rubrum L.","UNDE_038",0.85,-89.5345011421058,46.2322220717372
"Larix laricina (Du Roi) K. Koch","UNDE_038",0.85,-89.5345293750402,46.2321817336451
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.79,-89.5344126259606,46.2320945791374
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.79,-89.5344156589407,46.2320859247024
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.79,-89.5343666058194,46.2321113154024
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.86,-89.5344347448048,46.2321973139327
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.85,-89.5345518354115,46.2322371193991
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.8,-89.5344879468433,46.2321243796826
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.79,-89.5343802662588,46.2321081805502
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.85,-89.5345129239034,46.2322277857698
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.85,-89.5344874113345,46.2321826414668
"Acer rubrum L.","UNDE_038",0.85,-89.5345226825704,46.2321799653066
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.8,-89.5344765575531,46.2320848086326
"Picea mariana (Mill.) Britton, Sterns & Poggenb.","UNDE_038",0.79,-89.5344265578949,46.2321549922236
"Populus tremuloides Michx.","UNDE_038",0.79,-89.5343584177832,46.2321154581939
"Acer rubrum L.","UNDE_038",0.79,-89.5344879007924,46.2324188903765
"Abies balsamea (L.) Mill.","UNDE_038",0.85,-89.5344989510417,46.2322399675663
