"species","plotID","uncertainty","x","y"
"Abies balsamea (L.) Mill.","UNDE_049",0.78,-89.5365222586122,46.2306944685911
"Betula papyrifera Marshall","UNDE_049",0.77,-89.5366645419503,46.2305303996432
"Abies balsamea (L.) Mill.","UNDE_049",0.77,-89.5366571996685,46.230520067313
"Abies balsamea (L.) Mill.","UNDE_049",0.81,-89.5365454485604,46.2306185675865
"Abies balsamea (L.) Mill.","UNDE_049",0.77,-89.5365453127959,46.2304785638567
"Abies balsamea (L.) Mill.","UNDE_049",0.81,-89.5365536669965,46.2306044507178
"Abies balsamea (L.) Mill.","UNDE_049",0.73,-89.5366438159389,46.2304388984659
"Abies balsamea (L.) Mill.","UNDE_049",0.77,-89.536601034705,46.2306466951603
"Abies balsamea (L.) Mill.","UNDE_049",0.78,-89.5365305181509,46.2307245191627
"Abies balsamea (L.) Mill.","UNDE_049",0.77,-89.5366666361074,46.2306274762692
"Abies balsamea (L.) Mill.","UNDE_049",0.77,-89.536636994101,46.2306333037348
"Abies balsamea (L.) Mill.","UNDE_049",0.78,-89.5365733334808,46.2307411798109
"Betula papyrifera Marshall","UNDE_049",0.77,-89.5366969496905,46.2305848076836
"Abies balsamea (L.) Mill.","UNDE_049",0.77,-89.5365941924243,46.2306741794251
"Abies balsamea (L.) Mill.","UNDE_049",0.77,-89.5366534724408,46.2306206003192
"Acer saccharum Marshall","UNDE_049",0.81,-89.5364561102185,46.2304991410443
"Abies balsamea (L.) Mill.","UNDE_049",0.77,-89.5366280991156,46.2305393002745
"Betula papyrifera Marshall","UNDE_049",0.75,-89.5366841871244,46.2307235894025
"Abies balsamea (L.) Mill.","UNDE_049",0.78,-89.5364995168921,46.2307433036467
